ft_employment,min_wage_change,state,period,unit,wave1_st_wage,current_st_wage,co_owned,franchise_name,still_open,region
15.5,0,NJ,wave 1,352,4.5,4.5,1,Roy's,1,Southern NJ
14.25,0,NJ,wave 1,353,4.25,4.25,0,Burger King,1,Central NJ
38,0,NJ,wave 1,354,4.5,4.5,0,Burger King,1,Southern NJ
24.75,0,NJ,wave 1,355,4.87,4.87,1,Burger King,1,Southern NJ
23,0,NJ,wave 1,356,4.25,4.25,1,Burger King,1,Southern NJ
24,0,NJ,wave 1,357,4.25,4.25,0,Burger King,1,Southern NJ
7.5,0,NJ,wave 1,358,4.62,4.62,1,KFC,1,Southern NJ
15,0,NJ,wave 1,359,4.75,4.75,1,KFC,1,Southern NJ
9.25,0,NJ,wave 1,360,4.25,4.25,1,KFC,1,Southern NJ
11.25,0,NJ,wave 1,361,4.25,4.25,1,Roy's,1,Central NJ
16.5,0,NJ,wave 1,362,4.75,4.75,1,Roy's,1,Southern NJ
18.75,0,NJ,wave 1,363,4.25,4.25,1,Roy's,1,Southern NJ
13.5,0,NJ,wave 1,364,4.75,4.75,1,Roy's,1,Undefined NJ
21.75,0,NJ,wave 1,365,4.37,4.37,1,Roy's,1,Southern NJ
13.5,0,NJ,wave 1,366,4.87,4.87,0,Wendy's,1,Central NJ
15,0,NJ,wave 1,367,4.25,4.25,1,Burger King,1,Southern NJ
17.5,0,NJ,wave 1,368,4.25,4.25,0,Burger King,1,Southern NJ
17.5,0,NJ,wave 1,369,4.25,4.25,0,Burger King,1,Southern NJ
NA,0,NJ,wave 1,370,4.25,4.25,0,KFC,1,Southern NJ
15.5,0,NJ,wave 1,371,4.25,4.25,0,KFC,1,Southern NJ
16.5,0,NJ,wave 1,372,4.25,4.25,0,KFC,1,Southern NJ
13.5,0,NJ,wave 1,373,4.5,4.5,0,Roy's,1,Southern NJ
13,0,NJ,wave 1,374,4.25,4.25,0,Wendy's,1,Southern NJ
11.5,0,NJ,wave 1,375,4.35,4.35,1,Burger King,1,Undefined NJ
29.05,0,NJ,wave 1,376,4.85,4.85,0,Burger King,1,Undefined NJ
13,0,NJ,wave 1,377,4.5,4.5,0,Burger King,1,Undefined NJ
18,0,NJ,wave 1,378,4.25,4.25,0,Burger King,1,Undefined NJ
30,0,NJ,wave 1,379,4.62,4.62,0,Burger King,1,Undefined NJ
20.5,0,NJ,wave 1,380,4.5,4.5,0,Burger King,1,Undefined NJ
10,0,NJ,wave 1,381,4.5,4.5,0,Burger King,1,Undefined NJ
NA,0,NJ,wave 1,382,4.65,4.65,0,Burger King,1,Undefined NJ
26,0,NJ,wave 1,383,4.25,4.25,0,Burger King,1,Undefined NJ
12.5,0,NJ,wave 1,384,4.25,4.25,0,Burger King,1,Undefined NJ
19.5,0,NJ,wave 1,385,4.25,4.25,0,KFC,1,Undefined NJ
12,0,NJ,wave 1,386,4.62,4.62,1,KFC,1,Undefined NJ
36,0,NJ,wave 1,387,4.87,4.87,1,Roy's,1,Undefined NJ
21,0,NJ,wave 1,388,4.25,4.25,1,Roy's,1,Undefined NJ
24.5,0,NJ,wave 1,389,4.75,4.75,1,Roy's,1,Undefined NJ
20,0,NJ,wave 1,390,4.87,4.87,1,Roy's,1,Undefined NJ
26.5,0,NJ,wave 1,391,4.5,4.5,1,Roy's,1,Undefined NJ
15,0,NJ,wave 1,392,4.25,4.25,0,Roy's,1,Undefined NJ
19,0,NJ,wave 1,393,4.75,4.75,1,Roy's,1,Undefined NJ
17.5,0,NJ,wave 1,394,4.32,4.32,1,Roy's,1,Undefined NJ
20.5,0,NJ,wave 1,395,4.25,4.25,0,Burger King,1,Undefined NJ
21,0,NJ,wave 1,396,4.5,4.5,0,Burger King,1,Undefined NJ
10.5,0,NJ,wave 1,397,4.5,4.5,0,KFC,1,Central NJ
23,0,NJ,wave 1,398,4.25,4.25,0,Burger King,1,Undefined NJ
23,0,NJ,wave 1,399,4.25,4.25,0,Burger King,1,Undefined NJ
29,0,NJ,wave 1,400,4.25,4.25,0,Burger King,1,Undefined NJ
21,0,NJ,wave 1,401,4.25,4.25,1,Burger King,1,Undefined NJ
41.5,0,NJ,wave 1,402,4.25,4.25,0,Burger King,1,Undefined NJ
12,0,NJ,wave 1,403,4.25,4.25,1,KFC,1,Undefined NJ
33,0,NJ,wave 1,404,4.62,4.62,1,KFC,1,Undefined NJ
6.5,0,NJ,wave 1,405,4.75,4.75,0,KFC,1,Undefined NJ
9,0,NJ,wave 1,406,4.95,4.95,1,KFC,1,Undefined NJ
9.75,0,NJ,wave 1,407,4.75,4.75,1,KFC,1,Undefined NJ
24.5,0,NJ,wave 1,408,4.25,4.25,1,Roy's,1,Undefined NJ
14,0,NJ,wave 1,409,4.75,4.75,0,Wendy's,1,Undefined NJ
19.5,0,NJ,wave 1,410,4.62,4.62,0,Wendy's,1,Undefined NJ
24,0,PA,wave 2,1,4.314705882352941,4.3,0,Burger King,1,Northeast Philly
11.5,0,PA,wave 2,2,4.5,4.45,0,KFC,1,Northeast Philly
10.5,0,PA,wave 2,3,4.5,5,1,KFC,1,Northeast Philly
20,0,PA,wave 2,4,5,5.25,1,Wendy's,1,Northeast Philly
35.5,0,PA,wave 2,5,5.5,4.75,1,Wendy's,1,Northeast Philly
NA,0,PA,wave 2,6,5,4.511111111111111,1,Wendy's,1,Northeast Philly
29,0,PA,wave 2,7,5,4.75,0,Burger King,1,Easton Philly
36.5,0,PA,wave 2,8,5,5,0,Burger King,1,Easton Philly
11,0,PA,wave 2,9,5.25,5,1,KFC,1,Easton Philly
8.5,0,PA,wave 2,10,5,5,1,KFC,1,Northeast Philly
17.5,0,PA,wave 2,11,5,4.75,1,Roy's,1,Easton Philly
29,0,PA,wave 2,12,5,5,0,Burger King,1,Easton Philly
30.5,0,PA,wave 2,13,5,4.5,0,Burger King,1,Easton Philly
26,0,PA,wave 2,14,5.5,4.75,0,Burger King,1,Easton Philly
18,0,PA,wave 2,15,5,4.5,0,Burger King,1,Easton Philly
20,0,PA,wave 2,16,5.25,5,1,KFC,1,Easton Philly
13.5,0,PA,wave 2,17,5,4.75,1,KFC,1,Easton Philly
19,0,PA,wave 2,18,5,4.75,1,Roy's,1,Easton Philly
15.5,0,PA,wave 2,19,5,4.75,0,Roy's,1,Easton Philly
14.5,0,PA,wave 2,20,5,4.25,0,Roy's,1,Easton Philly
14,0,PA,wave 2,21,5,5,1,Roy's,1,Easton Philly
19,0,PA,wave 2,22,5,4.9,1,Roy's,1,Northeast Philly
21,0,PA,wave 2,23,5,5,0,Roy's,1,Easton Philly
18,0,PA,wave 2,24,5,4.75,1,Roy's,1,Easton Philly
20.5,0,PA,wave 2,25,5,5,1,Wendy's,1,Easton Philly
13.5,0,PA,wave 2,26,5,4.25,1,Roy's,1,Easton Philly
17.5,0,PA,wave 2,27,5,4.75,1,Roy's,1,Easton Philly
25.5,0,PA,wave 2,28,4.25,4.25,0,Burger King,1,Northeast Philly
15.5,0,PA,wave 2,29,4.25,4.358125,0,Burger King,1,Northeast Philly
25.5,0,PA,wave 2,30,4.25,4.25,0,Burger King,1,Northeast Philly
27,0,PA,wave 2,31,4.25,4.25,0,Burger King,1,Northeast Philly
16,0,PA,wave 2,32,4.5,4.25,0,Burger King,1,Northeast Philly
19,0,PA,wave 2,33,4.25,4.25,0,Burger King,1,Northeast Philly
24.5,0,PA,wave 2,34,4.5,4.25,0,Burger King,1,Northeast Philly
25,0,PA,wave 2,35,4.25,4.38,0,Burger King,1,Northeast Philly
17,0,PA,wave 2,36,4.5,4.75,0,KFC,1,Northeast Philly
16.5,0,PA,wave 2,37,4.25,4.25,0,KFC,1,Northeast Philly
20,0,PA,wave 2,38,4.67,4.5,1,Wendy's,1,Northeast Philly
18,0,PA,wave 2,39,4.75,4.5,1,Wendy's,1,Northeast Philly
12,0,PA,wave 2,40,4.25,4.25,0,Wendy's,1,Northeast Philly
25,0,PA,wave 2,41,4.25,4.25,0,Wendy's,1,Northeast Philly
11,0,PA,wave 2,42,4.75,4.25,1,KFC,1,Easton Philly
27,0,PA,wave 2,43,4.25,4.25,0,Burger King,1,Northeast Philly
34,0,PA,wave 2,44,4.5,5.05,0,Burger King,1,Northeast Philly
25,0,PA,wave 2,45,4.25,4.358125,0,Burger King,1,Northeast Philly
37.5,0,PA,wave 2,46,4.25,4.25,0,Burger King,1,Northeast Philly
21,0,PA,wave 2,47,4.25,4.25,0,Burger King,1,Northeast Philly
9.5,0,PA,wave 2,48,4.25,4.25,0,KFC,1,Northeast Philly
18,0,PA,wave 2,49,4.25,4.511111111111111,0,Wendy's,1,Northeast Philly
18,0,PA,wave 2,50,4.25,4.25,0,Wendy's,1,Northeast Philly
19,0,PA,wave 2,51,4.25,4.35,0,Wendy's,1,Northeast Philly
31.5,0,PA,wave 2,52,4.25,4.5,0,Wendy's,1,Northeast Philly
23,0,PA,wave 2,53,4.5,5,0,Burger King,1,Easton Philly
24.5,0,PA,wave 2,54,4.75,4.5,0,Burger King,1,Easton Philly
27.5,0,PA,wave 2,55,4.87,5,0,Burger King,1,Easton Philly
34.5,0,PA,wave 2,56,4.75,4.75,0,Burger King,1,Easton Philly
14,0,PA,wave 2,57,4.5,5,1,KFC,1,Easton Philly
15,0,PA,wave 2,58,4.25,4.35,1,Roy's,1,Easton Philly
23,0,PA,wave 2,59,4.75,5,0,Wendy's,1,Easton Philly
26.5,0,PA,wave 2,60,4.25,4.25,0,Burger King,1,Easton Philly
23.5,0,PA,wave 2,61,4.25,4.9,0,Burger King,1,Easton Philly
35.5,0,PA,wave 2,62,4.75,4.5,0,Burger King,1,Easton Philly
21,0,PA,wave 2,63,4.5,4.5,0,Burger King,1,Easton Philly
23,0,PA,wave 2,64,4.25,4.75,0,Burger King,1,Northeast Philly
20,0,PA,wave 2,65,4.25,6.25,0,Burger King,1,Easton Philly
27,0,PA,wave 2,66,4.5,4.35,0,Burger King,1,Northeast Philly
13,0,PA,wave 2,67,4.5,4.5,1,KFC,1,Easton Philly
0,0,PA,wave 2,68,4.5,4.643571428571429,0,Roy's,0,Easton Philly
13.5,0,PA,wave 2,69,4.5,4.5,1,Roy's,1,Easton Philly
NA,0,PA,wave 2,70,4.5,5,1,Wendy's,1,Easton Philly
26.75,0,PA,wave 2,71,4.75,5,1,Wendy's,1,Easton Philly
43.5,0,PA,wave 2,72,4.25,4.75,0,Burger King,1,Easton Philly
41.25,0,PA,wave 2,73,4.75,4.5,0,Burger King,1,Easton Philly
14.25,0,PA,wave 2,74,4.25,4.643571428571429,1,Roy's,1,Easton Philly
12.5,0,PA,wave 2,75,4.75,4.75,1,Roy's,1,Easton Philly
34,0,PA,wave 2,76,4.5,4.25,0,Roy's,1,Easton Philly
10,0,PA,wave 2,77,4.75,4.91,1,Roy's,1,Easton Philly
14,0,PA,wave 2,78,4.25,4.4,0,Burger King,1,Northeast Philly
17.5,0,PA,wave 2,79,4.35,4.25,0,Burger King,1,Northeast Philly
27,1,NJ,wave 2,80,4.49952380952381,5.05,0,Burger King,1,Central NJ
21.5,1,NJ,wave 2,81,4.49952380952381,5.05,0,Burger King,1,Central NJ
23,1,NJ,wave 2,82,4.652352941176471,5.05,0,Roy's,1,Central NJ
21.5,1,NJ,wave 2,83,4.7035,5.05,1,Roy's,1,Undefined NJ
34.5,1,NJ,wave 2,84,4.58,5.05,0,Burger King,1,Undefined NJ
10.5,1,NJ,wave 2,85,4.563846153846153,5.05,0,KFC,1,Undefined NJ
16.5,1,NJ,wave 2,86,4.760434782608695,5.05,0,Wendy's,1,Undefined NJ
23,1,NJ,wave 2,87,4.58,5.05,0,Burger King,1,Undefined NJ
38,1,NJ,wave 2,88,4.58,5.05,0,Burger King,1,Undefined NJ
36,1,NJ,wave 2,89,4.736666666666666,5.25,0,Wendy's,1,Southern NJ
16,1,NJ,wave 2,90,4.736666666666666,5.162,0,Wendy's,1,Southern NJ
20.5,1,NJ,wave 2,91,4.58,5.05,0,Burger King,1,Undefined NJ
19,1,NJ,wave 2,92,4.7035,5.05,1,Roy's,1,Undefined NJ
53,1,NJ,wave 2,93,4.760434782608695,5.05,0,Wendy's,1,Undefined NJ
16.5,1,NJ,wave 2,94,4.4383333333333335,5.05,0,Burger King,1,Southern NJ
16.5,1,NJ,wave 2,95,4.4383333333333335,5.05,1,Burger King,1,Southern NJ
45,1,NJ,wave 2,96,4.58,5.05,1,Burger King,1,Undefined NJ
8,1,NJ,wave 2,97,5,5.05,1,Roy's,1,Central NJ
15.5,1,NJ,wave 2,98,5.12,5.05,0,KFC,1,Central NJ
24,1,NJ,wave 2,99,5.56,5.05,0,Burger King,1,Undefined NJ
7.5,1,NJ,wave 2,100,5,5.05,1,KFC,1,Central NJ
7.5,1,NJ,wave 2,101,5,5.05,0,KFC,1,Undefined NJ
18.5,1,NJ,wave 2,102,5.25,5.05,0,KFC,1,Central NJ
16.5,1,NJ,wave 2,103,5,5.05,0,Roy's,1,Undefined NJ
33.5,1,NJ,wave 2,104,5.5,5.05,0,Wendy's,1,Central NJ
37,1,NJ,wave 2,105,5,5.05,0,Roy's,1,Undefined NJ
18,1,NJ,wave 2,106,5,5.05,1,Roy's,1,Undefined NJ
26.5,1,NJ,wave 2,107,5,5.05,0,Wendy's,1,Undefined NJ
33,1,NJ,wave 2,108,5,5.05,0,Wendy's,1,Undefined NJ
NA,1,NJ,wave 2,109,5,5.05,0,Wendy's,1,Undefined NJ
20.5,1,NJ,wave 2,110,5.5,5.05,0,Burger King,1,Central NJ
24.5,1,NJ,wave 2,111,5,5.5,1,Burger King,1,Central NJ
16,1,NJ,wave 2,112,5,5.05,0,KFC,1,Central NJ
NA,1,NJ,wave 2,113,5,5.05,0,Wendy's,1,Undefined NJ
23.5,1,NJ,wave 2,114,5,5.05,0,Wendy's,1,Undefined NJ
13,1,NJ,wave 2,115,5,5.05,1,KFC,1,Central NJ
20,1,NJ,wave 2,116,5.25,5.05,0,Roy's,1,Central NJ
22,1,NJ,wave 2,117,5.5,5.05,0,Roy's,1,Central NJ
28.5,1,NJ,wave 2,118,5.5,5.5,0,Wendy's,1,Central NJ
NA,1,NJ,wave 2,119,5.37,5.202857142857143,0,Wendy's,1,Central NJ
25.5,1,NJ,wave 2,120,5.05,5.05,0,Wendy's,1,Central NJ
18,1,NJ,wave 2,121,5,5.28,0,Burger King,1,Undefined NJ
9,1,NJ,wave 2,122,5.12,5.25,0,Burger King,1,Undefined NJ
26.5,1,NJ,wave 2,123,5.25,5.05,0,Burger King,1,Undefined NJ
0,1,NJ,wave 2,124,5,5.080759493670886,0,Burger King,0,Undefined NJ
23.75,1,NJ,wave 2,125,5.12,5.05,0,Burger King,1,Undefined NJ
18,1,NJ,wave 2,126,5,5.5,0,KFC,1,Undefined NJ
36,1,NJ,wave 2,127,5,5.05,1,Roy's,1,Undefined NJ
21,1,NJ,wave 2,128,5,5.05,1,Roy's,1,Undefined NJ
15.5,1,NJ,wave 2,129,5,5.05,1,Roy's,1,Undefined NJ
22.5,1,NJ,wave 2,130,5,5.05,0,Wendy's,1,Undefined NJ
27,1,NJ,wave 2,131,5,5.05,1,Burger King,1,Undefined NJ
34,1,NJ,wave 2,132,5,5.05,1,Burger King,1,Undefined NJ
16.75,1,NJ,wave 2,133,5.62,5.05,0,Roy's,1,Undefined NJ
26,1,NJ,wave 2,134,5,5.05,1,Roy's,1,Undefined NJ
18,1,NJ,wave 2,135,5,5.05,1,Wendy's,1,Undefined NJ
20.5,1,NJ,wave 2,136,5,5.05,0,Burger King,1,Undefined NJ
15,1,NJ,wave 2,137,5,5.05,0,Burger King,1,Undefined NJ
25.5,1,NJ,wave 2,138,5.1,5.05,1,Roy's,1,Undefined NJ
NA,1,NJ,wave 2,139,5,5.05,0,Roy's,1,Undefined NJ
20,1,NJ,wave 2,140,5.25,5.05,1,Roy's,1,Undefined NJ
18,1,NJ,wave 2,141,5.5,5.05,0,Roy's,1,Undefined NJ
26.5,1,NJ,wave 2,142,5,5.05,0,Burger King,1,Southern NJ
23.25,1,NJ,wave 2,143,5,5.05,1,Burger King,1,Southern NJ
10.5,1,NJ,wave 2,144,5,5.05,1,KFC,1,Southern NJ
12,1,NJ,wave 2,145,5.05,5.25,1,KFC,1,Southern NJ
9.5,1,NJ,wave 2,146,5.5,5.05,1,KFC,1,Southern NJ
15.5,1,NJ,wave 2,147,5,5.05,1,KFC,1,Southern NJ
14.5,1,NJ,wave 2,148,5.3,5.05,1,Burger King,1,Undefined NJ
14,1,NJ,wave 2,149,5,5.05,1,KFC,1,Undefined NJ
6.5,1,NJ,wave 2,150,5,5.05,1,KFC,1,Undefined NJ
10,1,NJ,wave 2,151,5,5.05,0,KFC,1,Southern NJ
11.5,1,NJ,wave 2,152,5,5.05,0,KFC,1,Southern NJ
46.5,1,NJ,wave 2,153,5.25,5.05,0,Roy's,1,Southern NJ
26.5,1,NJ,wave 2,154,5.15,5.05,1,Roy's,1,Southern NJ
16,1,NJ,wave 2,155,5.42,5.67,0,Wendy's,1,Southern NJ
13,1,NJ,wave 2,156,5,5.05,0,Burger King,1,Southern NJ
14,1,NJ,wave 2,157,5,5.05,1,Roy's,1,Southern NJ
15.5,1,NJ,wave 2,158,5.06,5.05,0,Wendy's,1,Southern NJ
18,1,NJ,wave 2,159,5.05,5.05,0,Wendy's,1,Southern NJ
27,1,NJ,wave 2,160,5,5.25,0,Wendy's,1,Undefined NJ
27,1,NJ,wave 2,161,5,5.25,0,Burger King,1,Undefined NJ
29.5,1,NJ,wave 2,162,5,5.05,1,Burger King,1,Undefined NJ
16.5,1,NJ,wave 2,163,5.25,5.5,0,Burger King,1,Undefined NJ
31.5,1,NJ,wave 2,164,5,5.05,1,Burger King,1,Undefined NJ
27.5,1,NJ,wave 2,165,5,5.05,0,Burger King,1,Undefined NJ
25.5,1,NJ,wave 2,166,5.05,5.05,1,Roy's,1,Undefined NJ
32,1,NJ,wave 2,167,5,5.5,1,Wendy's,1,Undefined NJ
14.5,1,NJ,wave 2,168,5.75,5.5,1,Wendy's,1,Undefined NJ
10.5,1,NJ,wave 2,169,5,5.05,0,Burger King,1,Undefined NJ
44,1,NJ,wave 2,170,4.5,5.05,0,Burger King,1,Central NJ
15.5,1,NJ,wave 2,171,4.75,5.25,0,Burger King,1,Central NJ
10.5,1,NJ,wave 2,172,4.25,5.05,0,KFC,1,Central NJ
24,1,NJ,wave 2,173,4.75,5.05,0,Roy's,1,Central NJ
29,1,NJ,wave 2,174,4.5,5.15,0,Roy's,1,Central NJ
30.5,1,NJ,wave 2,175,4.8,5.05,0,Wendy's,1,Central NJ
20,1,NJ,wave 2,176,4.37,5.05,0,Burger King,1,Central NJ
26.5,1,NJ,wave 2,177,4.25,5.05,0,Burger King,1,Central NJ
27,1,NJ,wave 2,178,4.25,5.05,0,Burger King,1,Central NJ
26.5,1,NJ,wave 2,179,4.37,5.05,0,Burger King,1,Central NJ
10.5,1,NJ,wave 2,180,4.5,5,0,KFC,1,Central NJ
18,1,NJ,wave 2,181,4.6,5.05,0,Roy's,1,Central NJ
18.5,1,NJ,wave 2,182,4.5,5.05,0,Roy's,1,Central NJ
25.5,1,NJ,wave 2,183,4.37,5.05,0,Roy's,1,Central NJ
32,1,NJ,wave 2,184,4.25,5.05,0,Roy's,1,Central NJ
33,1,NJ,wave 2,185,4.25,5.05,0,Burger King,1,Southern NJ
7.5,1,NJ,wave 2,186,4.45,5.05,0,KFC,1,Southern NJ
12.5,1,NJ,wave 2,187,4.35,5.05,0,Roy's,1,Southern NJ
24,1,NJ,wave 2,188,4.5,5.05,0,Burger King,1,Undefined NJ
29,1,NJ,wave 2,189,4.75,5.05,0,Burger King,1,Central NJ
10,1,NJ,wave 2,190,4.5,5.1038461538461535,0,KFC,1,Undefined NJ
9.5,1,NJ,wave 2,191,4.5,5.05,0,KFC,1,Undefined NJ
17.5,1,NJ,wave 2,192,4.5,5.05,0,Roy's,1,Undefined NJ
17.5,1,NJ,wave 2,193,4.95,5.05,1,Roy's,1,Undefined NJ
25,1,NJ,wave 2,194,4.5,5.05,0,Wendy's,1,Undefined NJ
26,1,NJ,wave 2,195,4.25,5.05,0,Burger King,1,Central NJ
24,1,NJ,wave 2,196,4.25,5.05,1,Burger King,1,Undefined NJ
22.5,1,NJ,wave 2,197,4.5,5.05,0,Burger King,1,Undefined NJ
NA,1,NJ,wave 2,198,4.8,5.05,0,Burger King,1,Undefined NJ
35,1,NJ,wave 2,199,4.25,5.05,0,Burger King,1,Undefined NJ
17.75,1,NJ,wave 2,200,4.5,5.05,0,Burger King,1,Undefined NJ
24.5,1,NJ,wave 2,201,4.25,5.05,0,Burger King,1,Undefined NJ
16.5,1,NJ,wave 2,202,4.25,5.05,0,Burger King,1,Undefined NJ
30,1,NJ,wave 2,203,4.5,5.05,0,Burger King,1,Undefined NJ
39,1,NJ,wave 2,204,4.75,5.05,0,Burger King,1,Undefined NJ
17,1,NJ,wave 2,205,4.25,5.05,0,KFC,1,Undefined NJ
12.5,1,NJ,wave 2,206,4.25,5.05,0,KFC,1,Undefined NJ
38.5,1,NJ,wave 2,207,4.25,5.05,1,Roy's,1,Undefined NJ
20,1,NJ,wave 2,208,4.5,5.05,1,Roy's,1,Undefined NJ
21,1,NJ,wave 2,209,4.25,5.05,0,Wendy's,1,Undefined NJ
32,1,NJ,wave 2,210,4.5,5.05,0,Burger King,1,Central NJ
19,1,NJ,wave 2,211,4.25,5.05,0,Burger King,1,Central NJ
20,1,NJ,wave 2,212,4.5,5.05,0,Burger King,1,Central NJ
26.5,1,NJ,wave 2,213,4.25,5.05,0,Burger King,1,Southern NJ
19,1,NJ,wave 2,214,4.25,5.05,1,Burger King,1,Central NJ
20,1,NJ,wave 2,215,4.25,5.05,1,Burger King,1,Central NJ
22.5,1,NJ,wave 2,216,4.25,5.05,1,Burger King,1,Undefined NJ
10,1,NJ,wave 2,217,4.25,5.05,0,KFC,1,Central NJ
12.5,1,NJ,wave 2,218,4.25,5.05,0,KFC,1,Undefined NJ
11,1,NJ,wave 2,219,4.25,5.05,0,KFC,1,Central NJ
12.5,1,NJ,wave 2,220,4.25,5.05,0,KFC,1,Central NJ
59,1,NJ,wave 2,221,4.75,5.05,1,Roy's,1,Central NJ
19,1,NJ,wave 2,222,4.75,5.05,0,Roy's,1,Central NJ
15.5,1,NJ,wave 2,223,4.4,5.05,0,Roy's,1,Southern NJ
19,1,NJ,wave 2,224,4.62,5.05,0,Wendy's,1,Central NJ
26.5,1,NJ,wave 2,225,4.25,5.05,0,Burger King,1,Undefined NJ
17.5,1,NJ,wave 2,226,4.25,5.05,0,Burger King,1,Undefined NJ
20.5,1,NJ,wave 2,227,4.25,5.05,1,Burger King,1,Undefined NJ
28,1,NJ,wave 2,228,4.25,5.05,0,Burger King,1,Undefined NJ
30.25,1,NJ,wave 2,229,4.25,5.05,0,Roy's,1,Undefined NJ
44,1,NJ,wave 2,230,4.75,5.25,0,Burger King,1,Central NJ
17.5,1,NJ,wave 2,231,4.75,5.05,0,Burger King,1,Central NJ
31,1,NJ,wave 2,232,4.25,5.05,0,Burger King,1,Central NJ
31,1,NJ,wave 2,233,4.25,5.05,0,Burger King,1,Undefined NJ
28.5,1,NJ,wave 2,234,4.75,5.05,0,Burger King,1,Undefined NJ
19,1,NJ,wave 2,235,4.5,5.05,1,Burger King,1,Central NJ
41,1,NJ,wave 2,236,4.25,5.05,0,Burger King,1,Undefined NJ
28,1,NJ,wave 2,237,4.25,5.05,0,Burger King,1,Central NJ
9.5,1,NJ,wave 2,238,4.5,5.05,0,KFC,1,Central NJ
25,1,NJ,wave 2,239,4.5,5.05,1,Roy's,1,Central NJ
28,1,NJ,wave 2,240,4.5,5.5,1,Roy's,1,Central NJ
16,1,NJ,wave 2,241,4.75,5.05,1,Roy's,1,Central NJ
22.75,1,NJ,wave 2,242,4.62,5.05,0,Roy's,1,Central NJ
NA,1,NJ,wave 2,243,4.25,5.084375,1,Roy's,1,Central NJ
32,1,NJ,wave 2,244,4.25,5.05,1,Roy's,1,Undefined NJ
27.5,1,NJ,wave 2,245,4.5,5.67,0,Wendy's,1,Central NJ
25.5,1,NJ,wave 2,246,4.75,5.05,0,Wendy's,1,Central NJ
60.5,1,NJ,wave 2,247,4.25,5.05,0,Wendy's,1,Undefined NJ
20.5,1,NJ,wave 2,248,4.8,5.05,0,Burger King,1,Undefined NJ
16,1,NJ,wave 2,249,4.5,5.05,0,Burger King,1,Undefined NJ
25,1,NJ,wave 2,250,4.67,5.75,0,Burger King,1,Undefined NJ
13,1,NJ,wave 2,251,4.87,5.05,0,Burger King,1,Undefined NJ
9,1,NJ,wave 2,252,4.5,5.05,0,KFC,1,Undefined NJ
16.5,1,NJ,wave 2,253,4.5,5.25,0,KFC,1,Undefined NJ
21,1,NJ,wave 2,254,4.75,5.05,1,Roy's,1,Undefined NJ
21.5,1,NJ,wave 2,255,4.75,5.05,0,Wendy's,1,Undefined NJ
20,1,NJ,wave 2,256,4.25,5.25,0,Burger King,1,Undefined NJ
21.25,1,NJ,wave 2,257,4.25,5.05,1,Burger King,1,Undefined NJ
21.5,1,NJ,wave 2,258,4.75,5.05,0,Burger King,1,Undefined NJ
31,1,NJ,wave 2,259,4.85,5.05,0,Burger King,1,Undefined NJ
33,1,NJ,wave 2,260,4.75,5.05,0,Burger King,1,Undefined NJ
37.75,1,NJ,wave 2,261,4.62,5.05,0,Burger King,1,Undefined NJ
9,1,NJ,wave 2,262,4.25,5.05,1,KFC,1,Undefined NJ
11,1,NJ,wave 2,263,4.25,5.05,0,KFC,1,Undefined NJ
12.75,1,NJ,wave 2,264,4.5,5.05,0,KFC,1,Undefined NJ
10.5,1,NJ,wave 2,265,4.5,5.05,0,KFC,1,Southern NJ
22,1,NJ,wave 2,266,4.62,5.05,0,KFC,1,Undefined NJ
8,1,NJ,wave 2,267,4.5,5.05,0,KFC,1,Central NJ
25,1,NJ,wave 2,268,4.75,5.05,0,Roy's,1,Undefined NJ
12.5,1,NJ,wave 2,269,4.75,5.05,0,Roy's,1,Undefined NJ
22.5,1,NJ,wave 2,270,4.87,5.25,0,Wendy's,1,Undefined NJ
11.5,1,NJ,wave 2,271,4.5,5.05,0,Wendy's,1,Undefined NJ
23.5,1,NJ,wave 2,272,4.25,5.05,0,Wendy's,1,Undefined NJ
30,1,NJ,wave 2,273,4.25,5.05,0,Burger King,1,Undefined NJ
16.5,1,NJ,wave 2,274,4.35,5.05,0,KFC,1,Undefined NJ
29,1,NJ,wave 2,275,4.25,5.05,0,Burger King,1,Undefined NJ
30,1,NJ,wave 2,276,4.5,5.05,0,Burger King,1,Undefined NJ
22.5,1,NJ,wave 2,277,4.25,5.05,0,Burger King,1,Undefined NJ
24,1,NJ,wave 2,278,4.25,5.05,0,Burger King,1,Undefined NJ
21.75,1,NJ,wave 2,279,4.25,5.05,0,Burger King,1,Undefined NJ
13.5,1,NJ,wave 2,280,4.75,5.2,1,KFC,1,Undefined NJ
24,1,NJ,wave 2,281,4.62,5.05,1,Roy's,1,Undefined NJ
28.5,1,NJ,wave 2,282,4.25,5.05,1,Roy's,1,Undefined NJ
10,1,NJ,wave 2,283,4.5,5.05,1,Wendy's,1,Undefined NJ
23.5,1,NJ,wave 2,284,4.5,5.05,0,Burger King,1,Southern NJ
30.5,1,NJ,wave 2,285,4.5,5.05,0,Burger King,1,Southern NJ
24.75,1,NJ,wave 2,286,4.55,5.05,1,Burger King,1,Southern NJ
22.5,1,NJ,wave 2,287,4.62,5.05,0,Burger King,1,Southern NJ
28,1,NJ,wave 2,288,4.5,5.05,0,Burger King,1,Southern NJ
14,1,NJ,wave 2,289,4.25,5.05,0,KFC,1,Southern NJ
9,1,NJ,wave 2,290,4.25,5.05,1,KFC,1,Southern NJ
9.5,1,NJ,wave 2,291,4.35,5.05,1,KFC,1,Southern NJ
