country,year,leader,aid,physint,imports,exports,defensive_alliance,democracy,gdp,pop,mindist,fpsim
San Marino,2015,Obama,0,NA,NA,NA,0,NA,2031418186.251506,30031.436640212873,5992.60095149092,0.222
San Marino,2016,Obama,0,NA,NA,NA,0,NA,NA,NA,5992.60095149092,NA
San Marino,2017,Trump,0,NA,NA,NA,0,NA,NA,NA,5992.60095149092,NA
San Marino,2018,Trump,0,NA,NA,NA,0,NA,NA,NA,5992.60095149092,NA
San Marino,2019,Trump,0,NA,NA,NA,NA,NA,NA,NA,5992.60095149092,NA
San Marino,2020,Trump,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Marino,2021,Biden,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Marino,2022,Biden,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Marino,2023,Biden,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malta,1964,Johnson,0,0.954,0,3,0,NA,530855280.1662056,303458.45688577945,NA,NA
Malta,1965,Johnson,2220800,0.954,1,2,0,NA,674174811.8432809,299838.7172775708,6646.06384337761,0.592
Malta,1966,Johnson,8693412,0.954,3,5,0,NA,780933065.0735703,299539.02842969086,6646.06384337761,0.616
Malta,1967,Johnson,703168,0.954,2,4,0,NA,892913259.2282063,296855.2721922228,6646.06384337761,0.677
Malta,1968,Johnson,2037896,0.954,2,3,0,NA,984850095.2586564,293901.51288147375,6646.06384337761,0.54
Malta,1969,Nixon,11044119,0.954,1,5,0,NA,1073295866.2447947,293314.2972670641,6646.06384337761,0.341
Malta,1970,Nixon,622995,0.954,1,6,0,NA,1179079634.115836,294489.90410232736,6646.06384337761,0.329
Malta,1971,Nixon,1179619,0.954,1,7,0,NA,1288829140.3203454,293901.51288147375,6646.06384337761,0.186
Malta,1972,Nixon,54346079,0.954,3,10,0,NA,1394776466.064847,293901.51288147375,6646.06384337761,0.094
Malta,1973,Nixon,78950773,0.954,3,14,0,NA,1512455007.016955,292728.254910234,6646.06384337761,0.021
Malta,1974,Ford,49635116,0.954,4,21,0,NA,1713836051.5344384,294489.90410232736,6646.06384337761,-0.071
Malta,1975,Ford,43162898,0.954,2,30,0,NA,2029387783.4358673,294784.54130047554,6646.06384337761,-0.04
Malta,1976,Ford,40354456,0.954,3,43,0,NA,2350749381.467307,297747.1751943751,6646.06384337761,0.034
Malta,1977,Carter,39607398,0.954,4,44,0,NA,2669080852.2572803,299838.7172775708,6646.06384337761,0.037
Malta,1978,Carter,35262604,0.954,6,33,0,NA,3033551857.074241,302852.14648451295,6646.06384337761,0.076
Malta,1979,Carter,0,0.954,10,47,0,NA,3309291648.635516,306201.9100185654,6646.06384337761,-0.03
Malta,1980,Carter,0,0.954,9,57,0,NA,3538610595.8469133,304065.98112127866,6646.06384337761,-0.019
Malta,1981,Reagan,0,0.954,11,61,0,NA,3738685814.033327,309588.7243573241,6646.06384337761,0.009
Malta,1982,Reagan,0,0.954,15,56,0,NA,3930372334.7242928,312075.3674625208,6646.06384337761,0.004
Malta,1983,Reagan,0,0.954,9,84,0,NA,3985784527.698401,318061.4875033354,6646.06384337761,0.026
Malta,1984,Reagan,0,0.954,19,43,0,NA,4041977947.1998324,321258.0585957829,6646.06384337761,-0.004
Malta,1985,Reagan,0,0.954,35,43,0,NA,4173412986.5410748,324486.75576180586,6646.06384337761,-0.024
Malta,1986,Reagan,0,0.954,35,46,0,NA,4198528736.362582,328732.62192096387,6646.06384337761,-0.021
Malta,1987,Reagan,0,0.954,49,122,0,NA,4383003250.508154,333034.0446756419,6646.06384337761,0.034
Malta,1988,Reagan,0,0.954,76,129,0,NA,4743305061.3481655,335038.2555637311,6646.06384337761,0.048
Malta,1989,G.H.W. Bush,160788,0.954,61,58,0,NA,5036614665.553054,338405.4460117347,6646.06384337761,0.073
Malta,1990,G.H.W. Bush,163394,0.954,41,65,0,NA,5289555220.599496,340441.9821867253,6646.06384337761,0.079
Malta,1991,G.H.W. Bush,105836,0.954,67,86,0,NA,5701527737.513253,345587.1038614169,6646.06384337761,0.051
Malta,1992,G.H.W. Bush,144161,0.954,92,74,0,NA,5781910492.207275,350109.06527670415,6646.06384337761,0.162
Malta,1993,Clinton,205575,0.954,106,190,0,NA,6157889856.2338295,352568.426455383,6646.06384337761,0.22
Malta,1994,Clinton,33531,0.954,97,124,0,NA,6370858055.186736,355400.28620278015,6646.06384337761,0.27
Malta,1995,Clinton,105799,0.954,135,177,0,NA,6644132690.659082,360410.88254453824,6646.06384337761,0.149
Malta,1996,Clinton,53712,0.954,211,193,0,NA,6956901323.391584,361855.4132100068,6646.06384337761,0.08
Malta,1997,Clinton,518960,0.954,226,202,0,NA,7642571750.195918,364033.0721330632,6646.06384337761,0.083
Malta,1998,Clinton,158104,0.954,346,295,0,NA,8196720727.90748,367691.66533216345,6646.06384337761,0.117
Malta,1999,Clinton,706197,0.954,325,240,0,NA,8764716410.211456,369534.7274744691,6646.06384337761,0.166
Malta,2000,Clinton,924645,0.954,472,360,0,NA,9362704237.771118,372130.54532970267,6646.06384337761,0.154
Malta,2001,G.W. Bush,5135902,0.954,372,285,0,NA,9447348905.5654,375494.8368405318,6646.06384337761,0.139
Malta,2002,G.W. Bush,476710,0.954,314,266,0,NA,9744803446.248903,381932.8168496262,6646.06384337761,0.107
Malta,2003,G.W. Bush,8390628,0.954,379,276,0,NA,9823074540.751503,382697.4468584579,6646.06384337761,0.128
Malta,2004,G.W. Bush,285420,0.954,390,197,0,NA,9783860722.510078,386930.3570984618,6646.06384337761,0.122
Malta,2005,G.W. Bush,0,0.954,289,199,0,NA,9971531301.01091,387317.4809852438,6646.06384337761,0.104
Malta,2006,G.W. Bush,734660,0.954,380,222,0,NA,10264939565.83923,393171.03510217083,6646.06384337761,0.091
Malta,2007,G.W. Bush,1139892,0.954,336,254,0,NA,10588136360.434368,393171.03510217083,6646.06384337761,0.107
Malta,2008,G.W. Bush,844684,0.954,284,100,0,NA,10899687979.087536,395932.887553912,6646.06384337761,0.099
Malta,2009,Obama,1054434,0.954,223,109,0,NA,10998227935.559645,398315.62594620156,6646.06384337761,0.215
Malta,2010,Obama,2679188,0.954,270,117,0,NA,11458526931.931932,399512.36703812244,6646.06384337761,0.128
Malta,2011,Obama,13697025,0.954,253,226,0,NA,11643337908.03435,401113.6168709411,6646.06384337761,0.227
Malta,2012,Obama,7908412,0.954,265,117,0,NA,11819304426.18113,402318.7645391958,6646.06384337761,0.167
Malta,2013,Obama,3569427,0.954,217,164,0,NA,12326287328.738733,403124.20724249684,6646.06384337761,0.166
Malta,2014,Obama,1129575,0.954,173,550,0,NA,12752587128.42093,403931.2624431644,6646.06384337761,0.205
Malta,2015,Obama,210205,0.954,NA,NA,0,NA,14364130521.804632,401113.6168709411,6646.06384337761,0.181
Malta,2016,Obama,171232,0.954,NA,NA,0,NA,NA,NA,6646.06384337761,NA
Malta,2017,Trump,2874529,0.821,NA,NA,0,NA,NA,NA,6646.06384337761,NA
Malta,2018,Trump,351803,0.812,NA,NA,0,NA,NA,NA,6646.06384337761,NA
Malta,2019,Trump,272536,0.812,NA,NA,NA,NA,NA,NA,6646.06384337761,NA
Malta,2020,Trump,749891,0.924,NA,NA,NA,NA,NA,NA,NA,NA
Malta,2021,Biden,825147,0.924,NA,NA,NA,NA,NA,NA,NA,NA
Malta,2022,Biden,892980,0.924,NA,NA,NA,NA,NA,NA,NA,NA
Malta,2023,Biden,671881,0.924,NA,NA,NA,NA,NA,NA,NA,NA
Albania,1946,Truman,163094553,0.029,0,4,0,Autocracy,2043643334.1372511,1104606.8082791676,6555.35208609186,NA
Albania,1947,Truman,83718072,0.029,0,5,0,Autocracy,2107988474.2769008,1117941.9407521503,6555.35208609186,NA
Albania,1948,Truman,0,0.029,0,0,0,Autocracy,2146275819.1651433,1139385.9102343214,6555.35208609186,NA
Albania,1949,Truman,0,0.029,0,0,0,Autocracy,2159192184.426847,1157762.7071366278,6555.35208609186,NA
Albania,1950,Truman,0,0.029,0,NA,0,Autocracy,2194017115.90077,1182332.807091487,6555.35208609186,NA
Albania,1951,Truman,0,0.029,0,0,0,Autocracy,2318068192.2423544,1207424.3349763257,6555.35208609186,NA
Albania,1952,Truman,0,0.029,0,0,0,Autocracy,2388663878.7095695,1239229.037169517,6555.35208609186,NA
Albania,1953,Eisenhower,0,0.029,0,0,0,Autocracy,2518678005.9371486,1262999.4931169916,6555.35208609186,NA
Albania,1954,Eisenhower,0,0.029,0,0,0,Autocracy,2669080852.2572803,1300162.7410242548,6555.35208609186,NA
Albania,1955,Eisenhower,0,0.029,0,0,0,Autocracy,2862611050.4749107,1337081.7519148751,6555.35208609186,0
Albania,1956,Eisenhower,0,0.029,0,0,0,Autocracy,3054861215.8162184,1379180.4446113904,6555.35208609186,-0.315
Albania,1957,Eisenhower,0,0.029,0,0,0,Autocracy,3273088920.5484343,1416925.5829947754,6555.35208609186,-0.388
Albania,1958,Eisenhower,0,0.029,0,0,0,Autocracy,3538610595.8469133,1458618.043675835,6555.35208609186,-0.324
Albania,1959,Eisenhower,0,0.029,0,0,0,Autocracy,3776260231.1395636,1510573.5936414446,6555.35208609186,-0.63
Albania,1960,Eisenhower,0,0.029,0,0,0,Autocracy,4025842328.163254,1558134.7643949217,6555.35208609186,-0.562
Albania,1961,Kennedy,0,0.029,0,0,0,Autocracy,4291919904.667166,1612022.242450927,6555.35208609186,-0.494
Albania,1962,Kennedy,0,0.029,0,0,0,Autocracy,4584743510.101985,1657796.7173278823,6555.35208609186,-0.623
Albania,1963,Johnson,0,0.029,0,0,0,Autocracy,4873118898.7141905,1706576.7134574582,6555.35208609186,-0.609
Albania,1964,Johnson,0,0.029,0,0,0,Autocracy,5195195016.180236,1756792.0411916452,6555.35208609186,NA
Albania,1965,Johnson,0,0.029,0,0,0,Autocracy,5533022127.272681,1808484.9345808465,6555.35208609186,-0.499
Albania,1966,Johnson,0,0.029,0,0,0,Autocracy,5845862599.361788,1852413.608542217,6555.35208609186,-0.417
Albania,1967,Johnson,0,0.029,0,0,0,Autocracy,6257208524.4903965,1908828.0016795213,6555.35208609186,-0.37
Albania,1968,Johnson,0,0.029,0,0,0,Autocracy,6584603778.368073,1964994.4915517154,6555.35208609186,-0.466
Albania,1969,Nixon,0,0.029,0,0,0,Autocracy,7154447297.921597,2016754.3102042763,6555.35208609186,-0.276
Albania,1970,Nixon,0,0.029,0,0,0,Autocracy,7820387948.064296,2061614.558410288,6555.35208609186,-0.459
Albania,1971,Nixon,0,0.029,0,0,0,Autocracy,8196720727.90748,2107472.6683086846,6555.35208609186,-0.218
Albania,1972,Nixon,0,0.029,1,0,0,Autocracy,8703577630.718035,2162985.4972737907,6555.35208609186,-0.243
Albania,1973,Nixon,0,0.029,1,0,0,Autocracy,9113293420.902056,2208888.4871881627,6555.35208609186,-0.207
Albania,1974,Ford,0,0.029,1,1,0,Autocracy,9381448384.144976,2253510.994599036,6555.35208609186,-0.38
Albania,1975,Ford,0,0.029,4,1,0,Autocracy,9764312555.747852,2312870.611592104,6555.35208609186,-0.319
Albania,1976,Ford,0,0.029,3,1,0,Autocracy,10152643988.601269,2369050.9739875547,6555.35208609186,-0.38
Albania,1977,Carter,0,0.029,7,2,0,Autocracy,10472305100.362843,2419327.0960894534,6555.35208609186,-0.325
Albania,1978,Carter,0,0.029,4,5,0,Autocracy,10769673371.15765,2480572.6531149754,6555.35208609186,-0.372
Albania,1979,Carter,0,0.029,11,10,0,Autocracy,11142138289.28941,2528154.126116979,6555.35208609186,-0.316
Albania,1980,Carter,0,0.029,12,7,0,Autocracy,11678320369.213379,2571500.14349714,6555.35208609186,-0.315
Albania,1981,Reagan,0,0.029,4,7,0,Autocracy,12130636115.06309,2639235.896276447,6555.35208609186,-0.172
Albania,1982,Reagan,0,0.029,3,19,0,Autocracy,12375691219.964317,2695245.8967508473,6555.35208609186,-0.144
Albania,1983,Reagan,0,0.029,4,5,0,Autocracy,12525094139.289116,2741456.7563964217,6555.35208609186,-0.172
Albania,1984,Reagan,0,0.029,2,10,0,Autocracy,12932378954.410557,2794042.416597437,6555.35208609186,-0.099
Albania,1985,Reagan,0,0.057,4,13,0,Autocracy,13154108760.016079,2844790.5430421806,6555.35208609186,-0.131
Albania,1986,Reagan,0,0.057,4,5,0,Autocracy,13609038438.34011,2910978.974715421,6555.35208609186,-0.121
Albania,1987,Reagan,0,0.057,2,4,0,Autocracy,13677254027.388668,2981687.5793841714,6555.35208609186,-0.104
Albania,1988,Reagan,0,0.057,3,8,0,Autocracy,13883959251.270203,3057169.3598224754,6555.35208609186,-0.077
Albania,1989,G.H.W. Bush,0,0.057,3,6,0,Autocracy,14378501836.786285,3094076.3914467758,6555.35208609186,-0.053
Albania,1990,G.H.W. Bush,0,0.268,2,11,0,Anocracy,13622654283.566427,3128299.1116353255,6555.35208609186,-0.021
Albania,1991,G.H.W. Bush,255863,0.681,3,20,0,Anocracy,11795689440.186394,3156580.8806991484,6555.35208609186,0.215
Albania,1992,G.H.W. Bush,86724247,0.773,6,40,0,Anocracy,11075485617.526854,3185118.334540173,6555.35208609186,-0.003
Albania,1993,Clinton,108998733,0.773,8,1,0,Anocracy,11643337908.03435,3188305.045964864,6555.35208609186,0.397
Albania,1994,Clinton,39363204,0.773,6,0,0,Anocracy,12971234345.218464,3185118.334540173,6557.17817486658,0.358
Albania,1995,Clinton,78040492,0.773,10,2,0,Anocracy,14065629016.502092,3188305.045964864,6557.17817486658,0.121
Albania,1996,Clinton,60429154,0.773,11,11,0,Anocracy,14980272413.245342,3185118.334540173,6557.17817486658,0.279
Albania,1997,Clinton,18993585,0.71,12,1,0,Anocracy,14349773570.954649,3207492.3806828386,6557.17817486658,0.237
Albania,1998,Clinton,81233968,0.71,13,3,0,Anocracy,14831216212.25083,3131428.975418034,6557.17817486658,0.243
Albania,1999,Clinton,89741155,0.767,9,5,0,Anocracy,16244171427.56515,3143979.7761868457,6557.17817486658,0.302
Albania,2000,Clinton,121616916,0.884,9,16,0,Anocracy,17214192054.679375,3140837.367876683,6557.17817486658,0.45
Albania,2001,G.W. Bush,91452898,0.884,8,14,0,Anocracy,18114888388.512978,3125172.376151995,6557.17817486658,0.351
Albania,2002,G.W. Bush,69188637,0.884,6,26,0,Democracy,19158264000.83851,3115810.9082464967,6557.17817486658,0.171
Albania,2003,G.W. Bush,80739312,0.884,5,19,0,Democracy,19960077687.86977,3115810.9082464967,6557.17817486658,0.23
Albania,2004,G.W. Bush,89901693,0.911,12,35,0,Democracy,20899686587.681004,3109585.51389948,6557.17817486658,0.198
Albania,2005,G.W. Bush,65390449,0.911,39,38,0,Democracy,21905421495.415283,3078644.621065002,6557.17817486658,0.225
Albania,2006,G.W. Bush,77934734,0.911,25,31,0,Democracy,23801156288.64002,3081724.805521617,6557.17817486658,0.125
Albania,2007,G.W. Bush,48943325,0.911,10,48,0,Democracy,25348870252.140556,3044965.1071608425,6555.35208609186,0.101
Albania,2008,G.W. Bush,42775303,0.911,12,67,1,Democracy,27159697449.146736,3029778.280331319,6555.35208609186,0.136
Albania,2009,Obama,73741306,0.911,16,65,1,Democracy,28925806728.743366,2978707.382151755,6555.35208609186,0.233
Albania,2010,Obama,50310472,0.911,32,71,1,Democracy,29304297073.064396,2899358.3156289416,6555.35208609186,0.21
Albania,2011,Obama,36898311,0.911,28,78,1,Democracy,30930234337.597713,2870509.2183676967,6555.35208609186,0.289
Albania,2012,Obama,48689884,0.911,10,106,1,Democracy,31808519510.92882,2841947.174420393,6555.35208609186,0.242
Albania,2013,Obama,34355213,0.966,23,82,1,Democracy,32321549115.35428,2808047.612492685,6555.35208609186,0.236
Albania,2014,Obama,33860058,0.966,69,56,1,Democracy,33139773026.74567,2791249.7707364922,6555.35208609186,0.27
Albania,2015,Obama,36282329,0.966,NA,NA,1,Democracy,33339209375.64416,2785672.8499747524,6555.35208609186,0.314
Albania,2016,Obama,35103818,0.966,NA,NA,1,Democracy,NA,NA,6555.35208609186,NA
Albania,2017,Trump,34970169,0.958,NA,NA,1,Democracy,NA,NA,6555.35208609186,NA
Albania,2018,Trump,21107823,0.958,NA,NA,1,NA,NA,NA,6555.35208609186,NA
Albania,2019,Trump,28613117,0.958,NA,NA,NA,NA,NA,NA,6555.35208609186,NA
Albania,2020,Trump,63283438,0.934,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2021,Biden,27336051,0.934,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2022,Biden,54800355,0.929,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2023,Biden,38540120,0.96,NA,NA,NA,NA,NA,NA,NA,NA
Montenegro,2006,G.W. Bush,21881537,0.86,1,34,0,Democracy,8188528104.174149,620946.3721871097,NA,0.09
Montenegro,2007,G.W. Bush,13914438,0.86,6,52,0,Democracy,8897178135.65744,608042.4636262234,6450.73523006866,0.13
Montenegro,2008,G.W. Bush,14976629,0.86,0,82,0,Democracy,9390834524.81729,602594.6334621295,6450.73523006866,0.114
Montenegro,2009,Obama,9471649,0.86,17,25,0,Democracy,9456800979.720346,601992.3400255771,6450.73523006866,0.257
Montenegro,2010,Obama,17423179,0.874,4,21,0,Democracy,9618940880.6833,600189.0692640954,6450.73523006866,0.191
Montenegro,2011,Obama,15317472,0.874,4,20,0,Democracy,10081823641.080217,600189.0692640954,6450.73523006866,0.265
Montenegro,2012,Obama,8607280,0.874,4,18,0,Democracy,10285489988.54346,594811.6025388334,6450.73523006866,0.214
Montenegro,2013,Obama,7218306,0.89,2,20,0,Democracy,10461838029.670107,597793.1081039736,6450.73523006866,0.229
Montenegro,2014,Obama,6139263,0.89,3,20,0,Democracy,10748155549.409662,600789.5585279503,6450.73523006866,0.235
Montenegro,2015,Obama,4855902,0.89,NA,NA,0,Democracy,10673181177.012312,603801.0287221825,6450.73523006866,0.269
Montenegro,2016,Obama,3356484,0.89,NA,NA,1,Democracy,NA,NA,6450.73523006866,NA
Montenegro,2017,Trump,5663610,0.89,NA,NA,1,Democracy,NA,NA,6450.73523006866,NA
Montenegro,2018,Trump,2684649,0.854,NA,NA,1,NA,NA,NA,6450.73523006866,NA
Montenegro,2019,Trump,11920619,0.854,NA,NA,NA,NA,NA,NA,6450.73523006866,NA
Montenegro,2020,Trump,34719418,0.872,NA,NA,NA,NA,NA,NA,NA,NA
Montenegro,2021,Biden,3876161,0.933,NA,NA,NA,NA,NA,NA,NA,NA
Montenegro,2022,Biden,39749773,0.933,NA,NA,NA,NA,NA,NA,NA,NA
Montenegro,2023,Biden,4870436,0.958,NA,NA,NA,NA,NA,NA,NA,NA
North Macedonia,1993,Clinton,6748388,0.662,117,26,0,Democracy,14392887530.271023,1928012.0420313387,NA,0.132
North Macedonia,1994,Clinton,22540012,0.718,88,50,0,Democracy,14150276479.046507,1910737.784413418,6666.92369762588,0.269
North Macedonia,1995,Clinton,24875502,0.718,94,58,0,Democracy,14150276479.046507,1908828.0016795213,6666.92369762588,0.19
North Macedonia,1996,Clinton,19146621,0.718,131,68,0,Democracy,14178605351.434013,1933804.7628941871,6666.92369762588,0.29
North Macedonia,1997,Clinton,5934111,0.718,155,83,0,Democracy,14742495343.745283,1947388.8851940413,6666.92369762588,0.209
North Macedonia,1998,Clinton,94919904,0.702,163,102,0,Democracy,15100595242.145824,1933804.7628941871,6666.92369762588,0.2
North Macedonia,1999,Clinton,104939495,0.702,145,72,0,Democracy,16018337553.306953,1951287.5603400182,6666.92369762588,0.198
North Macedonia,2000,Clinton,105495688,0.702,147,83,0,Democracy,16572325458.026299,1941555.473031761,6666.92369762588,0.21
North Macedonia,2001,G.W. Bush,98223267,0.618,117,52,0,Democracy,16292977113.7729,1955194.0406388384,6666.92369762588,0.196
North Macedonia,2002,G.W. Bush,127169141,0.749,78,59,0,Democracy,16456724256.064869,1961068.429938914,6666.92369762588,0.171
North Macedonia,2003,G.W. Bush,109326782,0.833,64,57,0,Democracy,17111216139.025818,1963030.4792299932,6666.92369762588,0.18
North Macedonia,2004,G.W. Bush,75386312,0.833,83,48,0,Democracy,17773954636.14074,1957150.2126024438,6666.92369762588,0.136
North Macedonia,2005,G.W. Bush,74454609,0.878,50,45,0,Democracy,18666568872.005066,1970898.3263506938,6666.92369762588,0.127
North Macedonia,2006,G.W. Bush,56234675,0.878,45,41,0,Democracy,19604010507.870113,1966960.4688680961,6666.92369762588,0.098
North Macedonia,2007,G.W. Bush,50336545,0.871,77,79,0,Democracy,21236771057.739655,1974844.067429228,6666.92369762588,0.12
North Macedonia,2008,G.W. Bush,50470053,0.871,80,99,0,Democracy,22169870071.441135,1984743.0145112795,6666.92369762588,0.131
North Macedonia,2009,Obama,48375659,0.868,46,111,0,Democracy,23920460081.014668,1988716.47267398,6666.6155148564,0.292
North Macedonia,2010,Obama,42318518,0.889,39,103,0,Democracy,24797284793.736645,1990706.183836425,6666.6155148564,0.192
North Macedonia,2011,Obama,31110121,0.873,55,41,0,Democracy,25475931993.041637,1998684.955476691,6666.6155148564,0.27
North Macedonia,2012,Obama,38614299,0.811,90,23,0,Democracy,26542153387.683884,1980777.4953232869,6666.6155148564,0.231
North Macedonia,2013,Obama,40840442,0.749,64,62,0,Democracy,27652998392.669548,1984743.0145112795,6666.6155148564,0.237
North Macedonia,2014,Obama,34816507,0.754,167,37,0,Democracy,27763831905.487923,1982759.2635375687,6666.6155148564,0.301
North Macedonia,2015,Obama,37804574,0.726,NA,NA,0,Democracy,27791609623.937763,1990706.183836425,6666.6155148564,0.264
North Macedonia,2016,Obama,40011585,0.696,NA,NA,0,Democracy,NA,NA,6666.6155148564,NA
North Macedonia,2017,Trump,48369818,0.754,NA,NA,0,Democracy,NA,NA,6666.6155148564,NA
North Macedonia,2018,Trump,28618505,0.798,NA,NA,0,NA,NA,NA,6666.6155148564,NA
North Macedonia,2019,Trump,38449384,0.885,NA,NA,NA,NA,NA,NA,6666.6155148564,NA
North Macedonia,2020,Trump,41197812,0.858,NA,NA,NA,NA,NA,NA,NA,NA
North Macedonia,2021,Biden,41513004,0.874,NA,NA,NA,NA,NA,NA,NA,NA
North Macedonia,2022,Biden,172037095,0.818,NA,NA,NA,NA,NA,NA,NA,NA
North Macedonia,2023,Biden,30621065,0.824,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,1992,G.H.W. Bush,0,0.525,NA,NA,0,Anocracy,51250950441.860374,4448155.171575524,NA,0.296
Croatia,1993,Clinton,1074617,0.669,112,124,0,Anocracy,48025598126.235054,4479401.4923100835,5976.30821693096,0.419
Croatia,1994,Clinton,34692013,0.672,124,173,0,Anocracy,49389317854.777916,4457060.384162862,5976.30821693096,0.258
Croatia,1995,Clinton,22710273,0.657,100,202,0,Anocracy,52653576344.99463,4434830.702757374,5976.30821693096,0.155
Croatia,1996,Clinton,41159938,0.843,76,213,0,Anocracy,55242587199.05496,4403895.288108851,5976.30821693096,0.298
Croatia,1997,Clinton,7980594,0.893,87,266,0,Anocracy,59485593849.160835,4368804.675404528,5976.30821693096,0.282
Croatia,1998,Clinton,34130348,0.85,76,278,0,Anocracy,61666088645.71698,4338329.829077696,5976.30821693096,0.222
Croatia,1999,Clinton,34528863,0.908,116,242,0,Anocracy,63290431909.29251,4316692.3187861685,5976.30821693096,0.176
Croatia,2000,Clinton,104429871,0.951,144,247,0,Democracy,64054492285.760345,4303761.647534689,5976.30821693096,0.214
Croatia,2001,G.W. Bush,107426962,0.951,148,297,0,Democracy,66535401743.39408,4278016.390655841,5976.30821693096,0.157
Croatia,2002,G.W. Bush,94802144,0.951,150,312,0,Democracy,70156900048.16086,4252425.142829082,5976.30821693096,0.146
Croatia,2003,G.W. Bush,65820998,0.951,186,369,0,Democracy,74495160463.467,4243928.79172664,5976.30821693096,0.192
Croatia,2004,G.W. Bush,42411426,0.951,300,363,0,Democracy,76076100605.56874,4269468.908206136,5976.30821693096,0.14
Croatia,2005,G.W. Bush,46809296,0.951,373,402,0,Democracy,81347830374.69063,4248174.843190266,5976.30821693096,0.137
Croatia,2006,G.W. Bush,23767352,0.951,361,372,0,Democracy,84161213096.38486,4243928.79172664,5976.30821693096,0.118
Croatia,2007,G.W. Bush,22366875,0.951,342,494,0,Democracy,89544361621.18544,4235449.416345032,5976.30821693096,0.12
Croatia,2008,G.W. Bush,8250959,0.951,282,632,1,Democracy,91994994048.6167,4218541.457141999,5976.30821693096,0.125
Croatia,2009,Obama,8362112,0.951,262,542,1,Democracy,91170753747.15024,4205904.797237922,5976.30821693096,0.249
Croatia,2010,Obama,9860454,0.973,350,435,1,Democracy,91261970101.47298,4193305.9905054104,5976.30821693096,0.202
Croatia,2011,Obama,24273822,0.973,458,524,1,Democracy,92271393422.52393,4151581.898759273,5976.30821693096,0.328
Croatia,2012,Obama,15870059,0.973,463,464,1,Democracy,93759609699.01765,4122622.3023071233,5976.30821693096,0.235
Croatia,2013,Obama,34785668,0.973,431,370,1,Democracy,94512694900.96738,4106164.7501456165,5976.30821693096,0.236
Croatia,2014,Obama,8594305,0.973,462,205,1,Democracy,94512694900.96738,4085685.168015995,5976.30821693096,0.249
Croatia,2015,Obama,30446754,0.973,NA,NA,1,Democracy,96229326746.9895,4049078.9764573234,5976.30821693096,0.36
Croatia,2016,Obama,4403202,0.949,NA,NA,1,Democracy,NA,NA,5976.30821693096,NA
Croatia,2017,Trump,9133960,0.963,NA,NA,1,Democracy,NA,NA,5976.30821693096,NA
Croatia,2018,Trump,8225917,0.937,NA,NA,1,NA,NA,NA,5976.30821693096,NA
Croatia,2019,Trump,4184712,0.937,NA,NA,NA,NA,NA,NA,5976.30821693096,NA
Croatia,2020,Trump,12861344,0.948,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2021,Biden,2861608,0.937,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2022,Biden,152312040,0.964,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2023,Biden,4677524,0.964,NA,NA,NA,NA,NA,NA,NA,NA
Yugoslavia,1946,Truman,0,NA,1,127,0,Autocracy,39359373821.605965,15172573.788717827,5913.04884348079,-0.441
Yugoslavia,1947,Truman,0,NA,6,31,0,Autocracy,40154485915.416405,15233385.626465784,5913.04884348079,-0.5
Yugoslavia,1948,Truman,0,NA,5,8,0,Autocracy,41501690570.83608,15386483.6972693,5913.04884348079,-0.559
Yugoslavia,1949,Truman,0,NA,15,21,0,Autocracy,44023965806.40212,15525587.0768061,5913.04884348079,-0.269
Yugoslavia,1950,Truman,0,NA,20,49,0,Autocracy,45729068278.28491,15807577.948319826,5913.04884348079,0.112
Yugoslavia,1951,Truman,0,NA,25,146,0,Autocracy,44734014501.222336,16030440.436941221,5913.04884348079,-0.324
Yugoslavia,1952,Truman,0,NA,43,72,0,Autocracy,44913308908.9835,16305287.505248142,5913.04884348079,0.043
Yugoslavia,1953,Eisenhower,0,NA,35,136,0,Autocracy,47027576470.00099,16419824.931081211,5913.04884348079,-0.171
Yugoslavia,1954,Eisenhower,0,NA,25,95,0,Autocracy,49093869180.019005,16634676.162375666,5913.04884348079,-0.389
Yugoslavia,1955,Eisenhower,0,NA,28,144,0,Autocracy,52495852320.289696,16835494.77820153,5913.04884348079,-0.306
Yugoslavia,1956,Eisenhower,0,NA,34,129,0,Autocracy,55408563801.07272,16970718.91176678,5913.04884348079,-0.179
Yugoslavia,1957,Eisenhower,0,NA,39,174,0,Autocracy,60505493529.413025,17192778.51772788,5913.04884348079,-0.267
Yugoslavia,1958,Eisenhower,0,NA,33,133,0,Autocracy,65283163049.1524,17400334.706404395,5913.04884348079,-0.275
Yugoslavia,1959,Eisenhower,0,NA,40,140,0,Autocracy,70861988615.75226,17452614.090390056,5913.04884348079,-0.425
Yugoslavia,1960,Eisenhower,0,NA,44,88,0,Autocracy,78236333550.37695,17663307.089157432,5913.04884348079,-0.498
